시도,시군구,발생월,사고건수,사망자수,중상자수,경상자수,부상신고자수
경기,이천시,01,86,0,14,121,9
경기,이천시,02,76,2,21,89,8
경기,이천시,03,93,1,19,127,9
경기,이천시,04,106,0,30,174,12
경기,이천시,05,101,2,22,118,9
경기,이천시,06,90,0,24,114,21
경기,이천시,07,118,2,30,126,13
경기,이천시,08,110,2,19,141,6
경기,이천시,09,91,0,19,93,9
경기,이천시,10,94,0,18,121,7
경기,이천시,11,113,4,17,119,14
경기,이천시,12,114,1,33,128,6
경기,용인시,01,272,3,62,305,51
경기,용인시,02,244,1,46,306,42
경기,용인시,03,302,0,64,324,54
경기,용인시,04,294,1,62,342,38
경기,용인시,05,299,7,60,343,62
경기,용인시,06,314,1,88,345,48
경기,용인시,07,306,6,76,344,33
경기,용인시,08,281,4,49,308,47
경기,용인시,09,332,0,87,363,52
경기,용인시,10,341,1,77,405,39
경기,용인시,11,305,3,53,343,31
경기,용인시,12,313,4,67,344,41
경기,안성시,01,83,2,31,83,19
경기,안성시,02,81,0,29,100,10
경기,안성시,03,74,2,17,99,10
경기,안성시,04,85,5,21,97,11
경기,안성시,05,109,2,23,119,18
경기,안성시,06,89,1,27,103,6
경기,안성시,07,102,0,31,125,11
경기,안성시,08,73,3,25,86,8
경기,안성시,09,81,3,21,98,8
경기,안성시,10,110,3,31,156,12
경기,안성시,11,96,1,19,112,15
경기,안성시,12,89,2,20,106,10
경기,김포시,01,133,1,32,167,10
경기,김포시,02,120,0,41,139,5
경기,김포시,03,147,1,51,164,7
경기,김포시,04,145,1,45,175,3
경기,김포시,05,158,3,44,183,3
경기,김포시,06,171,0,52,195,10
경기,김포시,07,146,1,36,172,8
경기,김포시,08,144,4,43,166,4
경기,김포시,09,162,2,52,181,17
경기,김포시,10,151,2,30,191,7
경기,김포시,11,144,1,29,157,15
경기,김포시,12,154,2,48,172,15
경기,동두천시,01,18,0,4,18,1
경기,동두천시,02,28,0,7,26,6
경기,동두천시,03,22,0,8,14,0
경기,동두천시,04,23,0,5,26,2
경기,동두천시,05,30,0,5,30,3
경기,동두천시,06,37,0,10,34,2
경기,동두천시,07,34,2,7,41,0
경기,동두천시,08,25,0,6,29,3
경기,동두천시,09,40,0,4,49,2
경기,동두천시,10,30,0,5,35,5
경기,동두천시,11,32,0,7,35,2
경기,동두천시,12,32,0,8,38,0
경기,과천시,01,8,0,1,20,0
경기,과천시,02,10,0,3,12,1
경기,과천시,03,15,0,6,14,1
경기,과천시,04,11,0,2,11,0
경기,과천시,05,16,0,3,17,0
경기,과천시,06,10,0,0,15,0
경기,과천시,07,13,0,6,14,2
경기,과천시,08,11,0,0,14,0
경기,과천시,09,20,1,5,26,5
경기,과천시,10,18,0,5,23,1
경기,과천시,11,15,0,5,17,1
경기,과천시,12,21,0,5,19,2
경기,군포시,01,38,1,9,28,6
경기,군포시,02,49,0,12,57,7
경기,군포시,03,45,0,4,48,14
경기,군포시,04,47,1,12,55,13
경기,군포시,05,57,1,10,66,12
경기,군포시,06,59,1,6,61,8
경기,군포시,07,53,0,20,34,19
경기,군포시,08,70,0,22,68,9
경기,군포시,09,39,2,14,28,3
경기,군포시,10,60,2,12,64,18
경기,군포시,11,46,0,20,43,6
경기,군포시,12,59,1,18,69,9
경기,남양주시,01,168,2,36,182,13
경기,남양주시,02,141,2,31,192,9
경기,남양주시,03,149,0,38,188,10
경기,남양주시,04,196,2,47,244,10
경기,남양주시,05,208,2,47,231,13
경기,남양주시,06,188,2,49,227,10
경기,남양주시,07,159,0,42,195,10
경기,남양주시,08,195,2,57,251,17
경기,남양주시,09,159,1,39,191,3
경기,남양주시,10,215,5,40,253,13
경기,남양주시,11,181,0,49,240,12
경기,남양주시,12,177,0,47,210,11
경기,오산시,01,71,0,14,77,11
경기,오산시,02,79,0,15,92,8
경기,오산시,03,87,0,19,102,17
경기,오산시,04,96,0,31,85,9
경기,오산시,05,97,0,20,85,30
경기,오산시,06,98,2,24,101,27
경기,오산시,07,116,2,36,98,17
경기,오산시,08,80,0,21,70,14
경기,오산시,09,86,1,19,83,7
경기,오산시,10,99,1,24,94,18
경기,오산시,11,89,1,24,95,11
경기,오산시,12,110,0,16,125,32
경기,의왕시,01,27,0,10,28,2
경기,의왕시,02,42,1,13,50,2
경기,의왕시,03,41,0,13,37,3
경기,의왕시,04,34,0,16,31,7
경기,의왕시,05,32,0,6,38,1
경기,의왕시,06,43,0,17,38,3
경기,의왕시,07,33,2,11,38,1
경기,의왕시,08,36,0,8,33,4
경기,의왕시,09,38,0,11,40,8
경기,의왕시,10,32,0,9,36,3
경기,의왕시,11,43,0,7,52,5
경기,의왕시,12,32,0,11,31,1
경기,하남시,01,85,0,15,102,11
경기,하남시,02,75,0,14,71,11
경기,하남시,03,89,1,18,101,7
경기,하남시,04,97,0,20,102,23
경기,하남시,05,112,1,30,129,31
경기,하남시,06,115,2,22,114,17
경기,하남시,07,114,0,25,121,25
경기,하남시,08,102,1,19,96,21
경기,하남시,09,99,0,20,108,21
경기,하남시,10,107,2,25,112,14
경기,하남시,11,103,1,20,118,13
경기,하남시,12,97,1,10,117,8
강원,춘천시,01,94,0,23,105,10
강원,춘천시,02,78,3,18,92,5
강원,춘천시,03,95,0,18,111,4
강원,춘천시,04,104,1,27,116,10
강원,춘천시,05,136,6,29,158,17
강원,춘천시,06,124,1,28,137,17
강원,춘천시,07,138,2,31,177,21
강원,춘천시,08,119,2,13,136,8
강원,춘천시,09,119,0,25,109,26
강원,춘천시,10,122,1,25,132,43
강원,춘천시,11,123,3,25,133,19
강원,춘천시,12,109,4,15,99,26
강원,원주시,01,129,2,43,161,6
강원,원주시,02,132,0,28,182,9
강원,원주시,03,136,2,39,149,9
강원,원주시,04,146,2,37,176,3
강원,원주시,05,145,1,38,184,6
강원,원주시,06,156,0,44,176,4
강원,원주시,07,146,2,40,179,9
강원,원주시,08,130,2,37,160,14
강원,원주시,09,139,3,36,163,3
강원,원주시,10,173,2,54,216,13
강원,원주시,11,134,3,38,146,11
강원,원주시,12,152,1,39,161,7
강원,동해시,01,19,0,8,18,1
강원,동해시,02,22,0,7,30,1
강원,동해시,03,35,0,6,50,1
강원,동해시,04,26,0,5,29,0
강원,동해시,05,26,0,10,30,1
강원,동해시,06,39,0,12,46,0
강원,동해시,07,31,0,10,37,0
강원,동해시,08,28,1,13,32,0
강원,동해시,09,31,1,13,30,0
강원,동해시,10,36,0,7,56,0
강원,동해시,11,41,0,13,66,0
강원,동해시,12,28,0,7,40,0
강원,강릉시,01,57,2,26,53,0
강원,강릉시,02,52,2,20,48,0
강원,강릉시,03,63,1,16,70,4
강원,강릉시,04,59,2,23,64,0
강원,강릉시,05,55,0,14,65,4
강원,강릉시,06,60,0,16,80,0
강원,강릉시,07,59,1,13,76,0
강원,강릉시,08,42,4,13,58,2
강원,강릉시,09,49,0,20,47,0
강원,강릉시,10,51,2,17,57,1
강원,강릉시,11,59,2,17,69,0
강원,강릉시,12,47,1,21,51,0
강원,속초시,01,30,1,8,27,0
강원,속초시,02,28,1,19,29,2
강원,속초시,03,23,0,9,26,0
강원,속초시,04,31,0,13,34,0
강원,속초시,05,37,0,14,41,0
강원,속초시,06,39,0,23,36,0
강원,속초시,07,40,0,13,37,0
강원,속초시,08,38,0,16,39,2
강원,속초시,09,34,0,12,44,0
강원,속초시,10,30,0,10,43,0
강원,속초시,11,31,0,14,37,0
강원,속초시,12,23,0,11,25,0
강원,태백시,01,11,1,1,10,0
강원,태백시,02,9,0,0,10,1
강원,태백시,03,19,1,6,13,2
강원,태백시,04,19,1,6,20,0
강원,태백시,05,12,0,1,16,1
강원,태백시,06,12,2,1,18,0
강원,태백시,07,18,0,4,23,0
강원,태백시,08,17,0,7,20,0
강원,태백시,09,22,0,5,28,0
강원,태백시,10,21,1,3,27,1
강원,태백시,11,16,0,1,24,1
강원,태백시,12,14,1,2,14,2
강원,삼척시,01,21,2,8,20,0
강원,삼척시,02,13,1,3,14,0
강원,삼척시,03,27,1,9,36,0
강원,삼척시,04,16,0,4,20,0
강원,삼척시,05,26,0,7,36,1
강원,삼척시,06,21,1,8,19,0
강원,삼척시,07,28,0,9,36,0
강원,삼척시,08,19,0,3,22,0
강원,삼척시,09,22,1,5,26,0
강원,삼척시,10,24,0,6,32,0
강원,삼척시,11,23,0,11,23,1
강원,삼척시,12,17,0,6,19,0
강원,홍천군,01,20,2,7,19,2
강원,홍천군,02,18,1,8,21,0
강원,홍천군,03,14,1,2,14,1
강원,홍천군,04,23,1,9,33,0
강원,홍천군,05,31,2,10,27,2
강원,홍천군,06,27,1,11,33,0
강원,홍천군,07,41,0,10,50,2
강원,홍천군,08,40,0,17,65,4
강원,홍천군,09,24,1,11,29,1
강원,홍천군,10,42,2,18,63,4
강원,홍천군,11,22,5,14,40,0
강원,홍천군,12,27,2,4,33,0
강원,횡성군,01,11,0,7,10,1
강원,횡성군,02,10,0,6,8,0
강원,횡성군,03,19,0,5,20,1
강원,횡성군,04,18,1,10,11,2
강원,횡성군,05,21,2,10,22,0
강원,횡성군,06,23,2,5,21,2
강원,횡성군,07,21,0,7,26,2
강원,횡성군,08,22,0,15,23,2
강원,횡성군,09,13,1,5,13,0
강원,횡성군,10,18,2,9,18,1
강원,횡성군,11,13,0,4,14,2
강원,횡성군,12,19,1,5,17,0
강원,영월군,01,6,0,3,6,1
강원,영월군,02,5,0,3,3,0
강원,영월군,03,12,0,5,10,3
강원,영월군,04,7,0,6,7,0
강원,영월군,05,13,0,4,15,5
강원,영월군,06,22,1,14,18,3
강원,영월군,07,16,1,18,14,3
강원,영월군,08,14,0,12,7,4
강원,영월군,09,8,0,9,5,0
강원,영월군,10,16,0,7,15,2
강원,영월군,11,11,0,9,6,0
강원,영월군,12,6,0,1,7,2
강원,평창군,01,8,0,5,11,0
강원,평창군,02,5,0,3,19,1
강원,평창군,03,14,0,5,19,2
강원,평창군,04,13,1,3,18,1
강원,평창군,05,5,0,2,6,3
강원,평창군,06,24,3,13,51,9
강원,평창군,07,22,0,11,26,3
강원,평창군,08,18,0,12,33,10
강원,평창군,09,19,0,8,26,4
강원,평창군,10,18,0,5,22,7
강원,평창군,11,19,0,12,18,1
강원,평창군,12,13,0,5,21,1
강원,정선군,01,8,0,6,6,1
강원,정선군,02,8,1,3,11,1
강원,정선군,03,12,0,2,10,0
강원,정선군,04,7,0,4,9,0
강원,정선군,05,12,0,1,14,0
강원,정선군,06,11,0,1,16,1
강원,정선군,07,15,0,2,24,1
강원,정선군,08,17,0,11,16,0
강원,정선군,09,24,1,8,20,0
강원,정선군,10,17,1,6,17,0
강원,정선군,11,22,2,9,26,0
강원,정선군,12,14,1,3,13,2
강원,철원군,01,10,0,2,11,0
강원,철원군,02,11,1,4,12,0
강원,철원군,03,2,0,2,2,0
강원,철원군,04,17,0,8,23,0
강원,철원군,05,5,1,3,7,0
강원,철원군,06,18,1,0,29,0
강원,철원군,07,16,1,1,22,1
강원,철원군,08,14,0,8,17,0
강원,철원군,09,10,0,2,16,0
강원,철원군,10,8,0,2,17,0
강원,철원군,11,8,0,1,10,1
강원,철원군,12,6,2,3,3,0
강원,화천군,01,7,0,3,12,0
강원,화천군,02,5,0,0,5,2
강원,화천군,03,10,2,0,9,0
강원,화천군,04,4,0,2,4,2
강원,화천군,05,10,0,4,17,0
강원,화천군,06,10,0,3,14,0
강원,화천군,07,11,0,4,14,0
강원,화천군,08,12,0,1,21,7
강원,화천군,09,7,0,2,5,2
강원,화천군,10,11,0,4,19,2
강원,화천군,11,6,0,2,5,1
강원,화천군,12,3,0,1,2,0
강원,양구군,01,6,1,1,4,0
강원,양구군,02,6,0,3,3,0
강원,양구군,03,4,1,1,2,0
강원,양구군,04,9,0,3,15,1
강원,양구군,05,7,1,2,6,0
강원,양구군,06,5,0,0,6,0
강원,양구군,07,14,1,4,20,2
강원,양구군,08,5,0,1,8,2
강원,양구군,09,10,1,0,8,2
강원,양구군,10,3,0,2,3,0
강원,양구군,11,5,0,7,5,1
강원,양구군,12,7,1,1,8,1
강원,인제군,01,4,1,3,2,0
강원,인제군,02,5,1,3,4,0
강원,인제군,03,6,0,1,8,0
강원,인제군,04,9,0,4,5,3
강원,인제군,05,5,2,1,2,0
강원,인제군,06,11,0,2,10,3
강원,인제군,07,8,0,5,10,0
강원,인제군,08,8,2,5,8,1
강원,인제군,09,6,0,5,4,0
강원,인제군,10,11,1,5,19,1
강원,인제군,11,9,0,12,11,2
강원,인제군,12,6,0,5,10,0
강원,고성군,01,6,0,1,4,2
강원,고성군,02,10,1,4,8,1
강원,고성군,03,3,0,3,1,0
강원,고성군,04,17,0,13,13,0
강원,고성군,05,11,0,9,11,3
강원,고성군,06,10,0,7,6,0
강원,고성군,07,20,1,16,29,1
강원,고성군,08,11,0,10,10,1
강원,고성군,09,6,0,0,13,0
강원,고성군,10,8,2,3,4,0
강원,고성군,11,8,1,3,10,0
강원,고성군,12,9,0,5,6,2
강원,양양군,01,8,0,6,6,0
강원,양양군,02,12,0,8,11,1
강원,양양군,03,12,0,7,20,0
강원,양양군,04,9,0,4,8,0
강원,양양군,05,8,0,5,16,0
강원,양양군,06,14,1,5,15,0
강원,양양군,07,20,0,6,32,0
강원,양양군,08,15,0,7,17,0
강원,양양군,09,25,1,6,25,1
강원,양양군,10,10,1,1,11,0
강원,양양군,11,13,0,5,12,0
강원,양양군,12,7,0,3,9,0
충북,청주시,01,313,2,90,394,10
충북,청주시,02,279,2,89,353,9
충북,청주시,03,361,5,110,412,14
충북,청주시,04,355,8,113,395,11
충북,청주시,05,353,4,114,372,14
충북,청주시,06,376,5,95,453,11
충북,청주시,07,394,5,111,480,15
충북,청주시,08,311,3,102,357,11
충북,청주시,09,322,3,94,365,16
충북,청주시,10,375,3,98,446,18
충북,청주시,11,362,3,98,411,20
충북,청주시,12,340,6,90,390,11
충북,충주시,01,78,0,23,94,3
충북,충주시,02,89,3,38,96,7
충북,충주시,03,84,0,33,93,5
충북,충주시,04,92,4,37,103,6
충북,충주시,05,102,1,31,136,10
충북,충주시,06,88,3,30,103,6
충북,충주시,07,117,0,42,147,5
충북,충주시,08,89,3,24,98,5
충북,충주시,09,118,4,47,132,13
충북,충주시,10,119,2,35,133,4
충북,충주시,11,95,3,31,111,8
충북,충주시,12,76,2,32,70,6
충북,제천시,01,39,0,13,47,3
충북,제천시,02,53,0,28,58,4
충북,제천시,03,56,1,26,67,3
충북,제천시,04,51,3,22,61,2
충북,제천시,05,81,1,24,97,7
충북,제천시,06,60,2,13,70,3
충북,제천시,07,58,1,19,67,3
충북,제천시,08,49,0,16,53,6
충북,제천시,09,69,1,32,84,2
충북,제천시,10,63,4,23,68,2
충북,제천시,11,76,1,38,83,12
충북,제천시,12,51,1,19,63,6
충북,보은군,01,4,0,2,3,0
충북,보은군,02,8,2,1,6,1
충북,보은군,03,12,3,4,19,1
충북,보은군,04,14,0,6,23,0
충북,보은군,05,15,2,6,18,0
충북,보은군,06,8,0,7,4,0
충북,보은군,07,11,1,5,17,0
충북,보은군,08,16,0,4,19,0
충북,보은군,09,14,0,2,16,0
충북,보은군,10,12,2,8,28,0
충북,보은군,11,12,0,6,14,0
충북,보은군,12,10,0,4,7,0
충북,옥천군,01,13,1,4,10,0
충북,옥천군,02,10,0,5,8,0
충북,옥천군,03,15,0,7,10,0
충북,옥천군,04,10,0,5,6,0
충북,옥천군,05,14,3,8,14,0
충북,옥천군,06,10,1,4,13,0
충북,옥천군,07,12,1,4,11,0
충북,옥천군,08,17,0,15,9,0
충북,옥천군,09,16,1,7,13,0
충북,옥천군,10,12,0,5,8,0
충북,옥천군,11,16,1,7,14,1
충북,옥천군,12,8,1,6,5,1
충북,영동군,01,16,0,9,12,0
충북,영동군,02,8,1,2,4,1
충북,영동군,03,14,1,8,6,1
충북,영동군,04,11,0,9,6,0
충북,영동군,05,13,0,12,13,0
충북,영동군,06,9,1,6,5,0
충북,영동군,07,11,0,4,11,0
충북,영동군,08,11,0,9,9,0
충북,영동군,09,13,1,9,6,0
충북,영동군,10,12,2,9,6,0
충북,영동군,11,15,2,14,9,0
충북,영동군,12,12,0,7,15,0
충북,진천군,01,28,0,11,26,1
충북,진천군,02,40,0,19,37,1
충북,진천군,03,29,0,6,30,1
충북,진천군,04,40,1,7,55,3
충북,진천군,05,40,2,18,56,1
충북,진천군,06,53,2,15,58,3
충북,진천군,07,62,3,24,54,3
충북,진천군,08,35,2,10,34,2
충북,진천군,09,43,0,13,36,1
충북,진천군,10,41,4,8,52,0
충북,진천군,11,30,1,10,31,0
충북,진천군,12,50,1,14,59,4
충북,괴산군,01,9,0,7,6,0
충북,괴산군,02,11,0,4,14,0
충북,괴산군,03,9,0,2,10,0
충북,괴산군,04,14,0,6,23,3
충북,괴산군,05,22,0,3,32,0
충북,괴산군,06,18,1,6,20,0
충북,괴산군,07,18,0,13,21,1
충북,괴산군,08,19,0,10,39,1
충북,괴산군,09,18,1,7,18,3
충북,괴산군,10,15,3,6,14,0
충북,괴산군,11,16,1,8,15,4
충북,괴산군,12,12,0,7,11,0
충북,음성군,01,42,0,14,52,0
충북,음성군,02,25,0,8,29,0
충북,음성군,03,45,2,14,53,2
충북,음성군,04,56,2,18,61,3
충북,음성군,05,45,1,16,48,2
충북,음성군,06,42,2,13,51,0
충북,음성군,07,51,0,19,58,0
충북,음성군,08,38,1,23,37,2
충북,음성군,09,52,0,14,48,7
충북,음성군,10,49,2,32,48,6
충북,음성군,11,40,2,24,39,2
충북,음성군,12,43,0,18,52,1
충북,단양군,01,8,1,3,6,1
충북,단양군,02,7,0,4,4,1
충북,단양군,03,10,0,5,9,0
충북,단양군,04,8,0,4,16,0
충북,단양군,05,13,0,5,10,0
충북,단양군,06,15,5,6,12,0
충북,단양군,07,22,0,15,14,0
충북,단양군,08,15,0,3,16,0
충북,단양군,09,13,0,7,23,1
충북,단양군,10,16,0,8,18,0
충북,단양군,11,10,0,2,24,0
충북,단양군,12,10,1,1,10,0
충북,증평군,01,10,1,3,18,0
충북,증평군,02,15,0,4,14,0
충북,증평군,03,14,0,0,15,2
충북,증평군,04,15,0,4,19,2
충북,증평군,05,19,0,5,18,1
충북,증평군,06,28,0,8,33,4
충북,증평군,07,19,0,3,19,0
충북,증평군,08,17,0,9,23,0
충북,증평군,09,20,0,4,23,1
충북,증평군,10,14,1,4,15,0
충북,증평군,11,20,0,5,20,2
충북,증평군,12,19,1,8,24,0
충남,천안시,01,204,1,38,209,21
충남,천안시,02,207,2,48,227,19
충남,천안시,03,245,1,50,295,11
충남,천안시,04,277,3,56,341,21
충남,천안시,05,281,4,73,316,18
충남,천안시,06,238,2,53,268,16
충남,천안시,07,280,1,53,337,24
충남,천안시,08,222,3,47,248,14
충남,천안시,09,241,3,42,281,18
충남,천안시,10,290,1,68,340,19
충남,천안시,11,292,3,75,331,21
충남,천안시,12,262,5,75,299,20
충남,아산시,01,75,1,30,75,4
충남,아산시,02,85,4,23,103,7
충남,아산시,03,103,1,36,122,4
충남,아산시,04,110,1,33,113,6
충남,아산시,05,84,0,28,91,1
충남,아산시,06,102,1,29,121,3
충남,아산시,07,86,4,29,85,1
충남,아산시,08,95,5,24,99,5
충남,아산시,09,122,4,43,113,2
충남,아산시,10,102,1,29,112,3
충남,아산시,11,119,1,33,135,4
충남,아산시,12,102,4,23,110,8
충남,보령시,01,22,1,14,12,0
충남,보령시,02,22,1,10,19,0
충남,보령시,03,26,0,15,26,3
충남,보령시,04,38,1,22,33,2
충남,보령시,05,30,3,13,25,1
충남,보령시,06,30,1,18,27,1
충남,보령시,07,43,1,15,45,0
충남,보령시,08,45,1,23,45,0
충남,보령시,09,42,3,16,45,1
충남,보령시,10,48,3,20,47,0
충남,보령시,11,39,3,16,34,1
충남,보령시,12,39,1,16,30,0
충남,공주시,01,28,1,9,34,2
충남,공주시,02,29,0,14,34,4
충남,공주시,03,28,0,18,23,2
충남,공주시,04,52,1,16,57,4
충남,공주시,05,37,1,11,35,2
충남,공주시,06,43,4,14,57,2
충남,공주시,07,38,0,17,47,0
충남,공주시,08,45,0,25,30,5
충남,공주시,09,52,2,15,57,6
충남,공주시,10,34,1,16,31,3
충남,공주시,11,40,2,19,53,2
충남,공주시,12,35,1,9,38,4
충남,서산시,01,45,2,19,39,4
충남,서산시,02,50,1,24,47,5
충남,서산시,03,38,2,20,30,2
충남,서산시,04,71,2,39,58,3
충남,서산시,05,62,1,29,46,3
충남,서산시,06,64,3,31,53,9
충남,서산시,07,53,2,20,42,7
충남,서산시,08,54,2,32,52,3
충남,서산시,09,55,1,25,53,2
충남,서산시,10,70,3,40,62,3
충남,서산시,11,60,1,29,52,4
충남,서산시,12,45,2,26,40,2
충남,금산군,01,5,1,3,5,0
충남,금산군,02,4,0,1,3,0
충남,금산군,03,9,0,3,7,0
충남,금산군,04,9,0,5,15,0
충남,금산군,05,12,0,9,13,0
충남,금산군,06,17,1,6,16,0
충남,금산군,07,13,3,6,12,0
충남,금산군,08,10,1,4,5,0
충남,금산군,09,5,0,4,4,0
충남,금산군,10,13,0,7,11,0
충남,금산군,11,7,1,5,7,0
충남,금산군,12,7,1,4,3,0
충남,태안군,01,16,2,7,11,1
충남,태안군,02,21,0,15,19,1
충남,태안군,03,16,0,7,15,1
충남,태안군,04,22,3,15,12,0
충남,태안군,05,24,0,11,28,2
충남,태안군,06,31,1,17,21,3
충남,태안군,07,21,0,10,30,0
충남,태안군,08,27,3,8,28,2
충남,태안군,09,27,2,6,42,1
충남,태안군,10,23,1,11,21,2
충남,태안군,11,28,0,12,30,3
충남,태안군,12,14,2,6,13,0
충남,논산시,01,27,2,23,17,1
충남,논산시,02,26,1,12,31,2
충남,논산시,03,30,2,17,26,2
충남,논산시,04,33,6,19,36,0
충남,논산시,05,24,1,8,32,0
충남,논산시,06,27,1,18,22,0
충남,논산시,07,29,4,13,26,1
충남,논산시,08,24,0,13,20,0
충남,논산시,09,41,0,23,51,0
충남,논산시,10,38,5,19,32,0
충남,논산시,11,27,1,13,22,1
충남,논산시,12,24,0,7,31,0
충남,부여군,01,10,0,10,7,0
충남,부여군,02,19,1,11,16,0
충남,부여군,03,11,3,6,8,0
충남,부여군,04,21,0,10,11,0
충남,부여군,05,21,2,16,7,0
충남,부여군,06,18,0,12,23,0
충남,부여군,07,21,1,13,14,0
충남,부여군,08,18,1,9,15,0
충남,부여군,09,8,1,8,4,0
충남,부여군,10,13,3,5,13,0
충남,부여군,11,21,0,13,16,0
충남,부여군,12,12,1,8,9,0
충남,서천군,01,17,1,7,17,0
충남,서천군,02,14,1,6,15,0
충남,서천군,03,20,1,5,28,0
충남,서천군,04,26,2,9,37,0
충남,서천군,05,26,2,11,22,3
충남,서천군,06,27,2,13,30,0
충남,서천군,07,22,2,8,30,0
충남,서천군,08,24,0,8,26,1
충남,서천군,09,24,1,16,27,0
충남,서천군,10,19,0,8,21,0
충남,서천군,11,15,2,8,15,0
충남,서천군,12,22,3,10,20,0
충남,청양군,01,6,0,0,8,0
충남,청양군,02,8,0,6,7,0
충남,청양군,03,11,0,11,3,1
충남,청양군,04,14,2,10,7,4
충남,청양군,05,11,0,7,9,0
충남,청양군,06,13,0,14,13,0
충남,청양군,07,10,1,6,5,1
충남,청양군,08,17,0,9,21,0
충남,청양군,09,20,1,12,14,1
충남,청양군,10,18,1,12,20,0
충남,청양군,11,12,1,3,12,0
충남,청양군,12,11,1,3,10,1
충남,홍성군,01,17,1,8,12,0
충남,홍성군,02,25,1,8,32,0
충남,홍성군,03,21,0,13,21,0
충남,홍성군,04,24,0,17,26,1
충남,홍성군,05,30,1,15,31,0
충남,홍성군,06,17,1,7,16,0
충남,홍성군,07,20,0,11,20,0
충남,홍성군,08,18,1,9,22,0
충남,홍성군,09,22,1,9,15,0
충남,홍성군,10,27,3,11,20,0
충남,홍성군,11,15,1,7,15,0
충남,홍성군,12,8,2,3,5,0
충남,예산군,01,23,1,10,19,1
충남,예산군,02,24,2,9,20,0
충남,예산군,03,19,2,7,13,2
충남,예산군,04,25,2,6,21,0
충남,예산군,05,25,2,15,26,0
충남,예산군,06,29,1,14,21,5
충남,예산군,07,36,4,10,43,3
충남,예산군,08,29,3,10,19,2
충남,예산군,09,29,4,10,28,3
충남,예산군,10,30,0,7,46,0
충남,예산군,11,23,0,8,23,0
충남,예산군,12,34,2,10,27,4
충남,당진시,01,48,2,17,48,3
충남,당진시,02,48,2,21,47,0
충남,당진시,03,59,2,29,55,0
충남,당진시,04,58,1,19,57,4
충남,당진시,05,56,4,13,70,1
충남,당진시,06,69,3,22,71,0
충남,당진시,07,58,1,15,71,2
충남,당진시,08,53,5,13,62,1
충남,당진시,09,54,4,20,59,2
충남,당진시,10,81,6,25,82,0
충남,당진시,11,66,6,11,80,0
충남,당진시,12,40,0,16,40,2
충남,계룡시,01,7,0,2,5,0
충남,계룡시,02,5,0,2,6,0
충남,계룡시,03,5,0,1,7,0
충남,계룡시,04,5,0,3,4,0
충남,계룡시,05,2,0,0,4,0
충남,계룡시,06,5,1,0,8,0
충남,계룡시,07,5,0,2,4,2
충남,계룡시,08,4,0,0,7,0
충남,계룡시,09,5,0,1,6,0
충남,계룡시,10,5,1,1,2,1
충남,계룡시,11,6,0,1,6,0
충남,계룡시,12,2,0,0,2,0
전북,전주시,01,169,3,40,198,0
전북,전주시,02,178,4,55,188,6
전북,전주시,03,169,2,36,199,7
전북,전주시,04,179,4,59,185,0
전북,전주시,05,180,3,41,213,4
전북,전주시,06,183,2,51,207,2
전북,전주시,07,196,6,64,221,2
전북,전주시,08,171,2,35,221,4
전북,전주시,09,177,2,53,196,1
전북,전주시,10,186,4,46,232,3
전북,전주시,11,205,4,55,236,1
전북,전주시,12,158,3,34,173,2
전북,군산시,01,71,1,11,93,0
전북,군산시,02,76,2,17,97,6
전북,군산시,03,99,2,25,125,2
전북,군산시,04,89,1,25,113,1
전북,군산시,05,68,2,30,71,1
전북,군산시,06,95,3,24,117,4
전북,군산시,07,108,1,29,140,2
전북,군산시,08,81,2,22,84,7
전북,군산시,09,96,0,26,123,11
전북,군산시,10,123,3,30,125,13
전북,군산시,11,101,3,25,85,18
전북,군산시,12,93,1,23,96,5
전북,정읍시,01,22,0,7,29,0
전북,정읍시,02,33,2,12,47,0
전북,정읍시,03,38,0,14,43,1
전북,정읍시,04,27,2,10,23,0
전북,정읍시,05,34,4,15,30,0
전북,정읍시,06,32,1,11,51,0
전북,정읍시,07,32,2,18,27,0
전북,정읍시,08,22,0,9,23,0
전북,정읍시,09,31,1,10,35,0
전북,정읍시,10,31,1,10,36,0
전북,정읍시,11,38,1,13,46,0
전북,정읍시,12,39,3,14,51,0
전북,남원시,01,12,1,10,4,0
전북,남원시,02,16,2,7,12,1
전북,남원시,03,22,1,8,23,0
전북,남원시,04,29,3,9,23,0
전북,남원시,05,18,0,7,15,0
전북,남원시,06,24,1,12,26,1
전북,남원시,07,23,0,9,18,2
전북,남원시,08,37,2,20,28,1
전북,남원시,09,38,0,18,29,0
전북,남원시,10,28,0,16,16,0
전북,남원시,11,32,2,12,29,0
전북,남원시,12,12,0,9,10,0
전북,김제시,01,19,1,4,19,0
전북,김제시,02,16,0,6,16,1
전북,김제시,03,28,1,12,26,0
전북,김제시,04,16,0,7,11,1
전북,김제시,05,21,3,5,25,0
전북,김제시,06,20,0,11,12,1
전북,김제시,07,24,1,12,33,0
전북,김제시,08,18,0,8,29,0
전북,김제시,09,29,2,9,24,1
전북,김제시,10,19,3,7,22,0
전북,김제시,11,31,2,26,37,0
전북,김제시,12,22,0,11,22,0
전북,완주군,01,16,0,10,17,0
전북,완주군,02,10,2,5,9,0
전북,완주군,03,16,2,8,12,0
전북,완주군,04,17,1,9,13,0
전북,완주군,05,13,1,2,13,0
전북,완주군,06,13,3,8,6,0
